geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
09007,25211,41772,1971,1166,3311,1807,1352,1746,2006,1460,2031,1524,474,162682,78396,84286,45.6,,,,,,,,,,66983,89131,46596,76547,9564,1975,287,1024,31,50106,279,35589,7718,5617,5070,497,50,0,2101,452,252,10467,9803,11101,7184,10817,8222,2182985,2375,1565,1821,2334,2409,2237,2205,2067,1963,4065,5783,8431,7701,6113,7741,8173,1167,202400,283800,383600,32904,66983,16877,52995,3000,4854,3405,3847,3156,1495,2957,838,1295,977,4220,3090,4289,4066,2784,2532,1471,915,2798,4721,4650,5078,3922,5276,5582,6326,3198,3317,1736,3179,3787,2706,1624,1349,3179,5193,3216,2961,1555,1499,1216,2791,4298,4876,4930,4217,5717,7043,6245,2642,4647,2386,3123,4301,2777,2484,2990,142250,10306,174,5421,8946,4461,4824,3563,1421,14392,390,94219,89692,4527,43042,137651,94609,,,456,733,468,198,9870,11674,26674,40864,28778,6930,,,,,,16224,2495,665,6299,6707,25961,9681,1047,7037,4196,3493,7628,11715,3426,1837,0,4275,0.4349,26779,6011,26000,5397,6700,6864,7181,37178,9928,5477,2642,5113,4793,418,907,5179,4647,23699,213,42822,928,2694,4575,42822,6504,6490,18601,15275,20416,27932,11666,86685,157215,161630,159226,10349,18601,34197,,,,11914,26674,23658,7043,20241,15240,119127,,,,,,,,,,,,,,,,2018
48361,9763,20284,1983,778,1721,1016,362,286,808,827,845,682,340,83572,41520,42052,38.4,,,,,,,,,,30047,56420,28425,37740,7693,,,698,29.6,22382,0,9765,7115,4183,3159,987,0,37,2932,1008,1008,6574,6512,4890,2978,3797,1831,760060,1370,1531,1245,722,1908,1393,1693,1321,1909,2828,2425,4103,2758,1599,2384,858,824,64500,119500,183100,15306,30047,7665,25453,163,1060,739,1633,918,113,174,7383,3401,1656,1230,3223,2146,3343,2246,619,585,779,2104,3057,2286,2005,2904,2279,2366,2613,1599,1413,916,1292,1344,767,742,892,3085,2511,2679,1570,1201,370,407,1275,2935,2501,2175,2656,2801,2816,2562,1171,1957,931,1070,2065,1381,1095,838,72848,7777,140,1102,3723,1891,1843,487,201,6776,88,40315,38767,1548,25336,65739,40403,,,,,,,4316,4716,6416,6912,20803,4134,,,,,,,,633,3481,5236,8193,1593,277,5252,1672,912,4595,4084,1887,952,0,2198,0.4225,2040,790,22261,4850,3893,5107,3929,19358,3674,7280,690,621,94,254,1040,4459,3112,10270,0,10611,1274,1529,1422,10611,6980,6429,7069,7678,9331,12417,4572,42096,82529,,79145,9079,7069,17432,,,,5011,6416,18933,3713,1825,8708,55429,,,,,,,,,,,,,,,,2018
18163,31553,43505,1968,1121,6558,2918,1904,1880,1999,3033,3152,2688,1596,180974,88305,92669,38.6,,,,,,,,,,75058,50325,29773,84494,9436,2993,460,600,31.1,48209,218,30810,12127,8409,6128,1876,405,0,3718,579,579,18118,17814,15164,4721,7771,2951,1675925,6447,3955,3637,5246,3869,3931,3650,2965,3474,6307,7003,10490,4851,3726,3294,2213,778,85500,139300,202100,30815,75058,26849,59460,1009,1445,3537,5930,5131,2699,2927,2238,1872,711,9537,5601,5440,6624,3369,2641,1132,850,3559,6863,6227,6017,5021,4976,5004,5625,2570,3877,1998,2716,3211,2040,1671,1273,5164,5533,4885,2579,2632,1550,1287,3468,6707,6251,5556,5371,5722,5564,6563,2727,3896,2105,3468,3710,2956,1744,3231,153582,19069,156,1826,9459,1800,1942,1090,1278,14062,0,92840,87497,5343,53304,146144,92840,,,413,968,,,8966,10948,21731,24705,39195,11265,,,,,,17205,16460,611,9300,4196,20409,4369,1033,17461,4501,2442,10425,6833,3601,2316,166,4681,0.4847,10190,6736,42027,8466,8804,9917,8346,44339,11472,12070,1959,3481,1127,367,1937,8810,4371,22052,106,29248,1925,6668,2747,29248,5747,16200,18861,17441,25760,28438,9511,94537,174506,178969,174804,26294,18861,38642,,,,12934,21731,35284,8727,6660,16981,124660,,,,,,,,,,,,,,,,2018
54033,10827,16051,1960,1394,1811,632,472,806,264,903,415,1030,481,67554,33013,34541,42.9,,,,,,,,,,26878,46569,26398,31765,4887,,,588,31.9,18670,0,8251,3150,2070,1175,431,464,0,1080,307,307,4684,5142,4628,1859,2679,741,649345,2545,1418,1735,1920,1346,1596,1445,1149,929,2445,2477,2972,2345,913,1005,638,821,69600,115900,189900,12341,26878,8208,23586,292,365,1188,1305,189,390,703,3747,111,485,3967,1754,1758,2305,1627,604,315,248,1242,1877,1825,2033,1998,2247,2485,1895,930,2062,813,1087,1652,1023,603,630,1657,1897,1701,1303,1228,659,177,1069,1967,2057,2114,2062,2206,2143,1920,1366,1551,894,1728,1398,1316,904,1224,,,,,2936,937,756,1255,952,7013,0,31285,28927,2358,24099,55384,31285,,,,,,,4206,4559,,7775,14002,3325,,,,,,,,1406,2665,1907,8448,734,590,1081,1316,2030,3659,2294,1875,922,56,1432,0.4628,,1135,,4186,3305,3069,3978,13331,1497,,675,1138,822,151,863,4368,1602,9619,48,10734,630,2375,128,10734,3127,4223,5534,5309,8971,9380,4720,34738,65572,,65816,12367,5534,,,,,3945,5827,16561,2467,3520,5716,48010,,,,,,,,,,,,,,,,2018
37109,9828,24405,1990,845,1333,990,332,230,1061,391,1551,556,411,83770,41363,42407,44.7,,,,,,,,,,34233,63782,33726,36768,2535,,,540,27.4,26533,133,17081,,,,,,,,,,5539,4847,3184,2331,6877,5304,1183705,1571,1262,1554,1556,439,1145,2058,1746,1706,3355,3714,5519,2596,1889,1843,2280,726,110400,180700,306400,19201,34233,7700,25926,788,514,127,666,429,387,155,7776,2027,488,1571,2190,2122,2913,1852,867,621,280,1021,2457,2153,2464,2420,3332,3902,3667,1543,1180,1263,1268,1513,1661,371,303,1780,1631,3327,1834,1036,376,432,902,2375,2019,2300,2880,3701,3425,3845,810,1832,1502,1519,1838,1326,656,1061,,,,,3004,1942,2927,3387,409,5975,0,45124,43136,1988,23649,68773,45124,,,,,,,5726,5592,11056,12449,17649,4032,,,,,,,,870,3120,3361,7335,2312,196,8089,2244,1630,5465,3599,3433,1482,0,5227,0.4524,4382,767,19041,3653,3608,4574,4665,17367,2600,6630,936,2107,752,236,2171,4622,2800,13624,49,13633,589,1097,1604,13633,4236,7771,11363,6133,6854,12974,8081,46305,82783,,81491,8324,11363,19477,,,,6274,11056,15063,4239,3663,8964,60586,,,,,,,,,,,,,,,,2018
36069,16851,27228,1975,491,2585,1043,478,821,1543,2038,1437,1174,400,109864,53729,56135,43.7,,,,,,,,,,44079,62522,36344,51224,7145,853,777,780,27.3,32069,243,19559,6665,4949,3702,1170,77,0,1716,913,856,7263,5000,6512,5315,6605,4472,1235880,1945,1574,2201,1825,1673,1852,2151,2061,1624,3930,4759,6987,3013,2967,2389,3128,891,105900,166200,279900,21543,44079,12010,33133,3028,2273,2616,2658,536,1597,2193,3190,2105,2246,1978,2735,3401,3104,2354,1244,963,1071,1662,3311,2949,2964,2945,3347,4114,3764,1952,2292,1388,2101,2443,1618,1060,947,2812,2986,2958,1959,1299,685,686,1975,2724,3130,3485,2682,3927,4120,4340,1936,2343,1863,1946,2937,2184,1460,1698,101177,2638,230,1317,7835,1704,2301,1294,985,11778,135,56885,55001,1884,32823,89843,57020,,,,,410,171,6696,7677,16046,22806,22309,4730,,,,,,10463,1084,623,6551,3320,15042,3124,940,6392,2796,1817,5627,5653,1805,1311,89,2100,0.4592,13442,3690,18786,4091,4878,4589,5997,27651,7584,4980,1587,3347,2286,477,1015,4514,2243,15469,153,24226,1178,2834,2100,24226,4550,5379,10661,10185,14835,19195,5115,56325,106661,109186,106706,8486,10661,24716,,,,10371,16046,15618,5230,10374,9115,77970,,,,,,,,,,,,,,,,2018
04025,40696,60140,1992,2395,5301,3992,2183,1476,1708,3113,3439,2631,697,231993,113011,118982,54.4,186424,1724,2581,34046,1727,71,5053,197947,,100836,48148,29389,118410,17574,668,1150,738,32.3,73901,679,39002,11240,6764,3985,2501,278,0,4476,1219,419,11438,11014,9865,2800,9560,4542,1914885,5256,6231,6588,6324,5601,6205,4482,5980,5442,9713,10269,11402,6184,4542,3795,2822,864,170000,261700,381100,49093,100836,26935,81164,3569,2549,4976,1323,1330,1032,1565,20293,3918,2939,1500,5331,5088,5860,2981,2372,2052,1177,2815,5702,5054,4469,4613,6274,6485,7776,3571,6440,4855,6209,9818,6822,4499,2748,4342,4437,5545,3709,2694,1706,750,2559,4496,4665,4898,5168,5867,6945,11022,4455,7019,5718,8133,9098,7159,3974,4623,209300,1876,2296,2581,13390,2193,2125,3424,3369,31657,136,94588,87644,6944,104030,198754,94724,,,,,2695,1591,9327,15757,29024,23681,37293,4915,,,,,,29336,8233,1655,10610,9246,18847,4055,1233,3950,6798,4221,11673,9574,3510,2272,217,8233,0.4531,18073,5302,44037,7957,8117,9668,8500,41059,9775,18512,4045,4251,2202,1229,2847,7819,8153,30546,0,26839,2321,4344,6380,26839,10325,9167,20059,21254,32381,38212,17666,104919,226881,230298,226418,30007,20059,68929,,,,16874,29024,35865,17842,12404,34213,178575,,,,,,,,,,,,,,,,2018
09005,26751,46847,1968,1254,3111,2058,1287,1733,1530,1666,1978,985,808,181111,89654,91457,47.6,,,,,,,,,,73598,76043,43008,88402,14804,1212,780,858,31.8,57188,642,36045,9072,6517,4510,1363,494,150,2555,475,475,10521,10659,12364,7566,10249,9188,2676340,2494,2101,2659,2915,4168,2941,2107,2426,2212,3961,8378,9600,9151,6183,6092,6210,1012,172100,256100,365400,37003,73598,16410,65331,2984,7374,4699,3683,1994,1043,943,351,958,575,4656,3900,5021,4760,3396,2016,1037,796,3004,4911,4569,5731,4064,5960,7227,7354,3340,4891,2478,3921,4699,3413,1929,1237,3573,4466,4494,3397,1522,1088,484,3675,4477,4264,5159,4669,6262,7240,8241,3862,4364,2592,3786,4849,3655,2215,3123,166880,3296,284,2813,7692,2957,3888,7127,4007,17130,48,100397,96288,4109,52431,152876,100445,,,,,951,509,11777,14481,25679,33218,33007,6538,,,,,,10158,3946,772,7708,6021,24439,6502,1655,14149,5599,3050,10287,10305,3766,2035,86,6600,0.4639,18903,2957,42312,5889,7687,7566,9248,37300,7851,8805,2797,5107,3608,335,1711,10058,5156,28772,68,38886,1332,3321,6046,38886,8314,11658,20426,17004,22291,29159,12227,96585,178648,180170,176788,12134,20426,38783,,,,12144,25679,37455,9960,13957,16679,134482,,,,,,,,,,,,,,,,2018
16027,21752,52768,1993,924,3262,1455,1611,2688,2165,2661,2836,1370,856,223499,110799,112700,34.4,156681,834,1992,57144,1351,0,5045,166355,,74520,53374,22025,77888,3368,,,707,29,54692,58,35937,19062,14130,6945,6305,786,94,4932,1968,1968,12085,15309,12757,8347,12525,8712,2253275,3062,2914,3302,5595,2833,4330,3783,5747,2680,8281,10444,9447,6467,2905,1492,1238,863,143200,190500,272300,40150,74520,19828,59149,2624,1004,3250,1803,963,786,1112,6600,4161,2170,2077,8112,8938,9073,5692,3491,1886,1618,4251,7895,7053,8057,6141,6635,5890,6202,1263,4176,2660,2193,4054,3346,1336,837,7920,8867,8717,5100,2971,1872,799,4542,7900,7094,6384,7408,7169,6421,5827,2976,3229,2698,3313,4204,3117,1528,2644,183631,897,2419,1992,8021,2899,4693,2589,1012,14183,105,104577,99434,5143,63473,168155,104682,,,,,2896,1748,9333,9407,17355,18559,62419,10954,,,,,,27681,10366,4772,8161,10105,19232,3589,1416,13120,4860,3710,12746,10149,4968,2606,381,9903,0.3822,7932,3398,42012,9686,13729,13235,14740,59376,10901,22481,1714,3093,1626,2393,2912,6772,5656,24166,0,28072,1548,2104,14674,28072,15524,15165,23116,17557,19897,27863,14753,107720,219912,220868,213928,24251,23116,49870,,,,11731,17355,32930,13763,6092,24376,139650,,,,,,,,,,,,,,,,2018
16005,10740,19895,1974,669,2103,688,631,381,754,1936,1521,968,988,87138,43519,43619,33.6,,,,,,,,,,30635,50748,23890,34441,3806,,,583,23.9,19996,49,12615,6600,5664,2460,2801,403,0,936,239,239,10713,6610,2947,936,1962,1037,576485,2014,1907,885,1859,1064,2109,2334,1781,1153,2706,2808,4210,2727,1301,1109,668,695,128500,165800,248800,15788,30635,10639,22734,1262,2611,2308,1259,664,397,593,2613,917,874,2651,2954,2924,2884,2371,1405,986,919,1518,3655,3132,2818,2299,2211,2362,2559,1338,1276,867,1324,1514,756,688,759,2587,3648,3138,2038,1163,544,755,1741,3690,3013,2741,2747,2283,2059,3064,1034,938,1224,1409,1022,1201,723,857,78243,659,2662,1987,7865,108,580,962,243,5699,53,41298,38962,2336,26255,67606,41351,,,,,536,242,3736,4351,10152,12343,22544,3994,,,,,,10045,6015,1007,3574,2415,10779,2321,656,3328,1941,2907,4354,2717,1918,1045,42,4197,0.4125,5312,2058,14402,3437,5002,5474,5145,25771,6115,4189,939,1626,754,90,677,2977,2683,9746,147,15088,724,1667,1643,15088,2849,5484,8817,6724,8426,10927,5418,43219,85289,85989,83960,11255,8817,21508,,,,6406,10152,11853,4408,4059,10694,55563,,,,,,,,,,,,,,,,2018
30013,13342,22216,1969,860,2367,1264,1433,982,1227,2265,2043,1459,475,81643,41630,40013,37.7,,,,,,,,,,35558,49948,29743,39037,3479,684,282,707,27.1,21183,54,13402,6342,4832,2495,2270,0,67,1510,317,317,9152,9003,5717,1755,2247,368,623635,2234,1694,1357,2231,1938,2250,1825,2051,2223,2998,4321,3561,3228,1550,873,1224,793,135500,189300,272600,17152,35558,14375,25385,1995,479,1864,966,2190,1113,1423,3622,964,860,2589,3020,2277,2980,1331,778,754,569,1513,3286,2973,3316,1773,2224,2270,2421,820,2237,828,1401,1975,1294,988,602,2401,2465,2057,1369,610,570,601,1710,2830,2888,2750,1706,2193,2362,2277,1288,2019,1089,1480,1628,1495,887,1338,71351,1416,3319,675,6266,583,91,429,476,7364,2223,38218,37225,993,24638,65079,40441,,,,,,,3868,4911,8854,10360,17900,3736,,,,,,8483,4185,885,4161,2082,8408,2652,1043,1112,2015,4179,5154,2073,2627,834,0,3071,0.4469,4891,2381,17762,3918,3657,3785,3708,16318,2501,4422,790,1223,716,0,1153,3185,2905,9972,0,13800,1210,2750,529,13800,3348,4334,9334,6409,11367,12054,6316,41633,79634,79997,77924,10945,9334,20709,,,,6048,8854,14916,5147,3779,9514,56638,,,,,,,,,,,,,,,,2018
18011,5106,19702,1986,321,981,624,237,106,375,674,1085,802,421,66999,33267,33732,37.9,,,,,,,,,,24808,81145,42034,27548,2740,,,850,22.6,19182,182,14092,,,,,,,,,,4271,4282,4158,3756,4636,2075,756560,496,930,454,625,718,663,833,551,1230,2185,2882,3321,2195,2010,2627,3088,988,143500,244900,383500,16317,24808,5626,20207,1178,520,1024,1168,1196,764,527,964,2322,1571,915,2150,2070,3127,1664,1323,162,148,1065,1851,2206,2043,2212,2397,2504,2208,982,1253,717,631,1141,839,259,315,2166,2697,2324,1476,495,341,60,1442,2065,2072,2208,2074,2414,2529,2283,1298,938,554,857,1313,605,364,1157,61585,1305,183,1227,4951,1349,1081,1216,317,3099,378,35536,34911,625,15490,51404,35914,,,,,,,4205,3964,13128,18438,17674,2256,,,,,,,,689,2096,2439,8262,2121,641,4637,1512,1307,2647,5203,2061,1296,0,1669,0.4417,7330,651,8867,1108,3733,3579,3943,17113,1891,3759,403,2574,2042,256,790,1806,1473,9344,0,16945,563,904,1072,16945,2024,3783,6616,5543,5383,11953,4899,35537,66249,,64274,3052,6616,11205,,,,3088,13128,7728,3126,5139,4991,44289,,,,,,,,,,,,,,,,2018
53007,11265,20322,1975,1672,2671,600,451,641,1625,1446,1647,964,547,77036,38586,38450,39.2,,,,,,,,,,31587,57132,31200,38075,6488,,,874,27.1,,,10841,,,,,,,,,,6720,7282,4176,2294,2459,462,655900,934,821,1382,2805,1607,1622,830,1937,1693,3244,4537,2483,2552,1342,2230,1568,928,227100,320100,473900,15805,31587,12264,26439,1609,1506,842,1203,757,1328,861,3397,1511,1152,2408,2434,3198,2313,1105,335,1060,525,1449,2323,2296,2595,2170,1893,2842,2766,916,1549,1110,1021,1933,1137,1001,615,2305,2975,2049,1674,593,452,60,1218,1749,3704,2419,2524,1721,1938,3108,1171,1189,1249,896,2106,1510,873,967,57505,228,462,1100,6031,761,199,918,913,6847,0,39158,38383,775,21576,60734,39158,,,,,1144,894,3028,4228,8356,10102,18053,4422,,,,,,,,5046,4240,2476,8246,1852,444,1782,1638,1144,4127,3220,2322,1846,0,3387,0.4458,5689,1362,15151,3882,3915,3406,3736,16889,2606,8746,868,1456,1137,840,561,3176,1928,9966,252,13596,445,1174,6927,13596,6241,6606,4576,7364,9627,10653,6746,38873,76201,,74910,7475,4576,15349,,,,5847,8356,13320,3999,4043,5503,53291,,,,,,,,,,,,,,,,2018
54039,33254,45228,1964,3751,5907,1474,1962,2674,2307,1677,1429,1333,1320,180454,87033,93421,44,,,,,,,,,,78482,41141,29071,92334,13852,1577,945,582,33.7,54648,61,22581,11485,5075,2642,2117,71,245,6410,2668,1618,12154,17517,15536,5144,7879,2181,1499405,5726,4678,6351,6158,5286,4988,4702,4839,2921,5273,7428,5682,5464,2850,2732,3404,765,74800,119600,176600,32395,78482,23834,65448,1722,3276,4088,2954,1943,1296,2321,9185,588,1078,11520,5068,6150,3958,3245,1712,890,1110,3159,5588,5179,5152,5631,5331,5664,6535,2123,4683,2456,3577,3873,2571,1718,1660,4440,4526,4865,3000,1911,649,494,3481,6106,5455,5299,5646,5637,5694,7933,1962,4519,3376,4681,4062,4261,2390,3034,159612,13481,663,2130,6524,1495,706,1215,1001,18547,85,79969,75861,4108,69142,149196,80054,,,904,1339,,,9946,11540,18741,24006,35252,10210,,,,,,13621,3645,405,7436,3545,21606,4804,987,4075,3194,6955,8502,9317,3481,1554,244,2731,0.5073,14483,3426,45669,12353,8249,6742,6770,32557,5542,14707,1556,3699,2039,668,1450,10178,4746,24336,198,31832,3734,8330,1530,31832,4439,7963,18874,12753,31719,26801,8901,94137,176605,178573,174239,31535,18874,38196,,,,9509,18741,37185,6607,8802,22080,131796,,,,,,,,,,,,,,,,2018
12035,11553,29721,1999,614,2369,868,451,371,1035,1346,747,1068,804,112067,53523,58544,51.8,,,,,,,,,,41274,58963,30626,52534,11260,0,794,1025,27.7,31601,646,16051,5242,3204,2193,793,0,218,2038,557,557,8114,5044,4045,2081,7028,2495,1162110,2385,1891,1815,2272,1251,1740,1727,1819,1468,4585,4015,6008,4273,1585,2286,2154,1176,171400,224700,308100,23297,41274,9673,42436,2049,230,1046,613,770,961,2369,1978,2546,1002,0,1623,2876,3274,1576,1372,266,472,1387,3189,2360,2761,2043,2853,3333,3585,1134,2308,1325,2919,4891,3471,2580,1925,2719,2208,2729,2125,1026,410,294,1317,2388,2738,4050,1635,3288,3565,5378,1784,2657,2078,2838,5064,3557,1717,2979,92191,11266,0,2828,3741,1453,3349,2757,968,13629,0,46965,45417,1548,47985,94950,46965,,,,,,,4845,6497,12763,10569,19130,3031,,,,,,10963,2097,333,5533,3741,10067,2933,1034,2805,2206,1990,6348,6157,1715,555,105,2066,0.4458,8251,637,29794,3756,3853,4235,5727,22320,4741,7084,1452,2070,1408,201,344,5571,2167,13213,80,16047,231,1622,4014,16047,4677,4539,10503,9651,13890,18940,4756,51049,111079,111931,110652,11929,10503,28501,,,,9571,12763,25172,7526,6228,11404,86393,,,,,,,,,,,,,,,,2018
47011,12852,26252,1985,1687,1792,1169,791,1082,1304,1915,1623,725,689,106727,52403,54324,40.1,,,,,,,,,,39104,50560,26512,44157,5053,847,862,594,27.3,26327,79,15036,6713,3752,2020,1407,169,156,2961,541,541,7623,10193,6761,1812,5061,2564,1045575,2567,1744,1851,2135,2150,2087,2300,2489,1852,4048,4300,4266,2698,2089,1236,1292,799,110900,166300,241600,19301,39104,12777,29725,966,2603,1568,1372,1020,499,269,6135,2169,1987,1389,3248,3015,3938,2352,1702,961,1091,1691,3515,2787,2568,3896,3483,3711,4036,916,1686,1306,1337,2159,1443,902,660,2932,1911,3815,2019,1501,1249,855,2270,3693,2923,3186,3256,3933,3556,3508,1157,2345,1751,1639,2316,1412,1543,1554,93618,5119,39,840,6189,724,2498,1239,728,8699,70,53280,50725,2555,32843,86193,53350,,,,,,,5980,5961,8741,11630,23230,6166,,,,,,11870,4243,228,4491,2358,10208,2838,491,11108,4194,781,5435,4920,3242,431,0,5350,0.4637,6167,3290,22783,5894,3441,6771,6066,26501,7257,10822,1260,1241,1289,251,1817,5203,2771,13832,0,15074,1221,2054,3483,15074,4927,9760,10461,10503,10669,13806,7225,54155,102934,105529,102893,15816,10461,23664,,,,7279,8741,18246,5687,4128,10698,72177,,,,,,,,,,,,,,,,2018
17199,11064,16751,1978,1215,2383,1101,687,518,591,1407,875,999,138,67056,33990,33066,40.9,,,,,,,,,,27815,43568,25624,31375,3560,,,533,33.3,17901,0,8480,5036,2473,1629,742,71,31,2563,788,515,6351,5294,4086,1029,3823,1468,621315,1769,1963,2419,1654,1901,2139,1070,1515,1513,2000,2399,2678,2316,1049,927,503,667,71000,121200,190200,12029,27815,9914,21402,914,2698,1455,930,57,549,435,2935,746,1282,1102,2144,2355,2152,1040,612,401,364,718,1893,2560,2330,2082,2330,2506,1638,1202,1995,946,1136,1339,1247,381,619,2017,2231,1861,1097,673,362,440,643,1888,2334,2282,1704,2242,1957,1916,1120,1405,1078,1090,1645,1769,707,605,60144,2656,386,928,2642,1057,682,497,538,5420,0,31703,30328,1375,22166,53869,31703,,,,,,,3857,4213,,8603,14897,4236,,,,,,,,490,3399,1793,8675,2045,474,2572,2152,1585,3933,1672,945,593,0,1144,0.4649,,2078,,4132,3727,3202,3396,16160,3314,,792,1564,766,144,354,3372,2679,9671,0,9732,1999,2577,634,9732,3117,3860,6262,7357,9502,11144,3448,35384,64571,,64872,8888,6262,,,,,5723,6371,13576,4004,3910,7261,47946,,,,,,,,,,,,,,,,2018
26017,15394,29075,1961,1225,2374,556,531,547,1186,1667,1656,963,341,103923,51291,52632,43.3,,,,,,,,,,44469,50606,28577,48345,3876,323,124,575,26.2,33423,40,17916,6039,2958,2037,921,0,0,3081,930,885,6828,8130,9705,3466,4733,1849,1025090,2629,2106,1972,2764,2540,2444,1774,3701,1929,4216,4988,5037,3704,1828,1948,889,649,68400,105900,163800,19478,44469,11046,37320,1439,805,1954,1297,692,386,1831,2600,887,296,4066,2838,3494,2137,2069,1410,690,673,1439,3484,2844,3114,2831,3125,3564,3787,2266,2087,1242,2059,2469,1969,850,850,2297,3093,2918,2237,1141,1275,409,1228,2978,2972,3283,2511,3256,3220,3690,1860,2846,1428,1777,2846,2016,1150,2201,98807,1851,353,473,4955,979,1059,1095,987,12508,0,50288,47831,2457,36002,86290,50288,,,,,,,6144,7141,,11337,21083,6769,,,,,,,,633,4668,3227,12848,2593,549,7317,3630,2124,4920,2537,1926,859,164,2580,0.4341,,1364,,5686,5256,3929,6142,21881,3900,,1446,1466,1083,296,1081,6851,2606,14829,145,14780,1176,3499,314,14780,5638,6672,10215,10526,14702,17579,6109,53718,102858,,100540,17294,10215,,,,,9282,9179,24141,5338,3515,10998,74575,,,,,,,,,,,,,,,,2018
