geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
31153,20718,45555,1991,889,2951,2175,1509,1718,3259,3290,3390,1846,990,184459,92342,92117,34.7,148415,6634,4295,17992,451,166,6344,166467,272,66273,77941,35628,69957,3684,1203,214,869,26.6,44256,302,32874,15486,12360,8264,3690,406,0,3126,813,729,14205,17401,19979,8277,10936,2873,1825300,1625,1438,1909,2672,2188,2396,2694,2829,2013,5470,6756,8897,9213,6182,5409,4582,979,155700,208400,289000,37352,66273,22017,50254,3456,200,777,2806,6227,3809,1995,433,3771,4278,765,6766,6866,7621,4392,2546,1121,968,3948,6580,6592,6769,6555,6295,5275,5151,2432,2450,1635,1819,2809,1519,991,1242,6806,7513,6658,3931,2092,1094,1352,3062,5866,7097,7289,5865,5964,5215,5593,2153,2413,1468,2266,3401,1764,1616,1639,158475,7373,636,4295,11092,1801,1565,951,560,13115,3710,97367,94037,3330,39069,140146,101077,,,711,239,818,447,9817,8930,29029,39761,50553,8206,155,90204,6425,0,83779,20500,3800,559,8201,7371,22400,7660,1471,5435,3395,5808,10715,11774,6534,2714,48,5429,0.4157,17002,1189,26393,4266,11228,11320,11970,51569,8937,5788,2046,4471,3563,471,567,5270,5215,21603,43,40615,1279,2365,3611,40615,7282,10177,20820,15143,19129,27465,11885,95554,182891,182200,177139,10538,20820,39511,516,4194,95918,12282,29029,23908,8071,13522,19158,117723,,,,,,,,,,,,,,,,2018
42107,22269,36189,1940,2035,3272,766,455,1865,1294,1098,1247,1550,633,142067,73336,68731,44.6,,,,,,,,,,58458,48458,26787,69918,11460,601,992,535,30.7,44243,69,22877,7283,4229,2621,1371,216,21,3054,1039,617,7498,8964,6539,4309,7407,5270,1512710,4224,3814,4124,3541,2667,3642,2906,2905,2118,4104,6747,7267,4918,1690,2246,1545,663,61300,102300,170600,25450,58458,14215,40444,17993,1836,2032,1699,734,491,1860,2809,381,761,4268,3415,3821,4580,2885,1283,642,346,2806,6428,4452,4322,4027,5830,5142,5616,2111,2757,1756,3128,3001,2514,1428,1046,3338,2550,5160,2441,1174,428,620,2135,3953,3484,3687,3856,4577,4912,4943,1867,3600,1720,2730,3908,2049,2497,3102,132576,5390,373,714,7656,1728,1575,3785,1508,11930,65,66394,62373,4021,51441,117900,66459,,,,,755,308,9568,10058,12247,13508,28190,6994,187,55282,6137,0,49145,,,1109,3150,5155,16244,1376,324,12825,3189,2929,6826,3774,4074,1398,0,4339,0.4547,5204,7313,46307,9382,6089,7975,7327,28723,4346,11625,2095,2026,952,524,1537,9931,4391,21456,26,17991,3409,6467,813,17991,7531,15019,12382,9450,18496,20216,8940,75564,134783,,138049,17492,12382,29060,2069,2775,61181,11359,12247,39671,7830,3680,9871,104443,,,,,,,,,,,,,,,,2018
09015,14977,29594,1970,1313,3572,1130,990,1857,1911,1111,859,662,932,117027,56804,60223,41,,,,,,,,,275,44571,65765,31400,49828,5257,437,534,813,32.8,30234,0,21404,5728,3863,2746,1053,64,0,1865,843,843,7765,8022,7297,3057,4667,6549,1458025,3043,1622,2016,1860,1332,1257,1288,1918,1766,4348,5281,6435,4075,2966,3169,2195,954,159500,207300,278500,22088,44571,14337,32891,1178,4146,4622,3441,446,701,669,1668,450,1003,2921,2392,2748,3276,2245,2455,807,1312,1684,3483,4329,3726,3695,3707,3812,4602,1520,2499,1176,1789,2250,1825,806,666,2549,3251,3861,2418,2060,741,544,2630,3599,3698,3010,3939,3738,4646,4274,2414,2437,1500,1592,2730,1630,927,2035,103996,2502,402,1622,4943,2067,2185,3759,1097,9275,285,63415,59192,4223,34486,98186,63700,,,,,325,497,6900,7909,12358,14615,22740,5273,262,50520,4782,13,45738,12223,2439,1322,5725,4046,15209,2514,682,9005,2828,1760,7069,4534,2797,1701,169,3806,0.4233,7300,5662,27297,6657,4967,5591,5547,29404,9225,8324,1278,1335,852,230,1122,7109,4214,16140,58,19451,1443,2926,3338,19451,6232,8191,13232,12086,12874,16024,8941,63128,111707,116530,114802,14112,13232,26775,1489,2854,56363,8416,12358,22830,7334,6248,11025,82054,,,,,,,,,,,,,,,,2018
47149,35600,79776,1996,2136,6529,3234,3295,5707,5828,5037,5948,3109,560,324890,159823,165067,33.8,226978,48729,11120,27457,1505,368,8733,297433,461,115376,63739,28127,121829,6453,1360,1168,939,29.3,73993,337,53910,25678,17488,11681,5508,106,193,8190,1724,1724,16498,28122,23766,9287,22038,17518,4647140,4791,2766,3768,3801,4386,4647,6941,5316,6352,11224,14409,19741,10576,5678,7040,3940,1064,177400,234300,306800,58769,115376,41383,81766,7565,2368,3046,9525,5941,5070,2234,4260,11534,9699,1188,11674,12158,10670,6294,5292,2751,2910,9045,13136,10899,11315,11732,10090,9978,9952,3478,3993,2627,3062,3850,2406,1384,1127,9594,12459,10338,6699,5276,3107,2746,8993,12220,11189,12258,11137,11704,10488,9287,4545,3938,2370,3746,5702,3399,2365,1507,245749,49658,1505,11120,8820,5191,6239,14023,3912,17567,600,183023,172681,10342,70832,254455,183623,678,618,2085,2616,1634,441,15313,13296,44250,54478,79886,18103,454,155876,19077,0,136799,36837,18356,598,16910,13282,34259,10899,4206,25824,6940,5534,20826,16523,11964,4916,203,10679,0.3909,17749,4911,56714,9673,17710,18023,17690,90101,21481,17106,3022,7432,3169,1446,880,12837,8705,37491,0,58154,1154,2906,11361,58154,14858,33491,39081,27097,30310,48564,22917,171339,319280,321005,313242,35217,39081,69065,2048,9732,170214,17269,44250,47136,14845,13612,36951,204884,,,,,,,,,,,,,,,,2018
42041,38745,63498,1976,1171,5423,3508,1336,2818,2943,4570,5206,3732,1708,251423,124461,126962,40.7,213740,8029,11083,10389,106,458,7567,241034,647,102243,71802,39045,106887,4644,431,536,825,25.7,69828,589,44538,15816,12727,8742,3328,331,326,3089,724,724,19137,22266,22935,10466,14787,5301,2754035,3624,2174,3494,3720,4837,4535,4615,3789,4534,8094,10931,15430,10763,7505,6344,7854,979,151700,208200,295000,53368,102243,32415,63594,17589,3861,5429,3894,3354,2192,1987,4952,3461,4453,4275,7388,5882,8592,4438,3499,1848,1721,5469,8096,8701,7855,7516,8354,8456,8715,2997,4721,2713,4523,4699,4153,2111,2014,6166,7719,6445,4179,3882,2060,1955,5356,7491,7499,7044,7196,7474,8372,9057,3078,5434,3378,4413,6780,4459,3399,4126,218641,9372,386,11174,13098,2739,1970,2156,3023,25511,953,135268,130081,5187,69949,206170,136221,756,410,,,809,189,14327,15061,41533,52162,50809,8757,470,113150,8067,177,105083,33816,3917,1271,8139,6246,30400,9865,1265,8004,4880,9607,19211,18833,8585,3775,0,6490,0.4473,24209,13457,58139,8046,10192,12894,11128,60351,17046,11548,3024,8033,4279,1105,1263,11057,4482,33243,251,52423,4314,7037,6931,52423,7608,16198,34148,19704,32908,39694,16114,128056,237934,249243,243239,16434,34148,39395,5324,7316,128498,13313,41533,51440,10964,17920,15118,174824,,,,,,,,,,,,,,,,2018
22055,34921,59081,1986,4753,7528,2040,1066,2353,2116,3652,2756,5595,746,242782,117790,124992,35.4,,,,,,,,,470,94002,60071,29811,104041,10039,2305,1532,731,27.8,61397,875,36013,19385,11954,7794,3912,216,32,7431,113,66,17914,21254,19241,6632,14209,4940,2933535,7215,4139,4300,6296,4803,4633,3791,3699,2770,5294,12360,12575,8947,3122,5435,4623,877,123200,193500,287200,43356,94002,32605,68254,3603,1047,3799,5533,5109,2926,2946,10765,7550,6651,3095,8144,7534,8241,5036,4343,796,1464,6316,7818,9822,9770,6694,6751,6809,8065,2922,3470,2383,3916,2778,2055,1056,1607,8713,8647,6800,4233,3232,1880,1846,4703,9887,9633,8044,7654,7912,7877,9100,2276,4486,3128,3061,4221,3555,2317,1787,167641,63982,467,4655,10876,1385,2276,4700,5232,12573,0,123583,117852,5731,67858,191441,123583,,,2941,3148,834,501,9510,10481,34922,42908,57348,15336,470,108160,6344,0,101816,,,8133,16854,7184,28653,6275,2225,6322,4884,3292,13510,12620,5041,2859,0,3364,0.4618,16986,5340,51087,11886,13605,11669,12687,63363,15915,18709,1037,4878,2622,1037,2462,10856,5125,28017,82,43945,2640,5130,7034,43945,9746,14900,27726,21535,35121,38160,12227,128990,237706,,232574,36016,27726,39150,1266,4486,116235,7012,34922,44473,7497,11828,24641,160854,,,,,,,,,,,,,,,,2018
27013,10153,16209,1977,656,3014,758,359,891,721,1320,985,822,243,67427,33429,33998,30.6,,,,,,,,,,26362,58616,29377,28815,2453,,,767,32.6,16593,8,9889,4942,3634,2111,1261,193,69,1308,491,491,9197,6004,3666,992,2418,836,663415,1224,1467,1328,1373,1023,2060,1351,748,680,2144,2593,4123,2453,1269,1729,797,856,141300,191900,277400,12259,26362,9769,16776,1573,898,2074,1887,1198,1594,1347,1468,1430,1031,1442,1866,1642,2084,931,1736,1821,953,2479,3232,2206,2095,1462,1623,1710,2007,556,864,482,721,1331,906,315,407,2698,1745,1443,907,1939,1503,1604,2437,2257,1889,2229,1325,1403,1566,2252,696,820,604,944,1111,710,734,1182,60716,2602,132,1696,7205,661,689,175,1162,3415,8,39412,38815,597,15762,55182,39420,,,,,,,2940,3408,8971,11270,13316,2464,652,32517,2414,0,30103,6880,4810,807,4076,1750,12797,1887,819,4630,1451,954,4232,2818,1323,1271,0,2043,0.4375,4862,3753,9948,1889,3121,2708,2728,21472,10056,2810,866,1308,551,181,403,2222,1229,6760,0,14809,1134,1527,2027,14809,2299,5732,7854,8121,6462,11372,4958,30192,64231,66565,64437,10589,7854,13048,675,2217,36510,5553,8971,8624,1828,3622,5667,39639,,,,,,,,,,,,,,,,2018
37147,31127,38161,1993,2302,10603,1315,2030,2714,2281,3983,4015,2287,766,179914,83813,96101,32.2,,,,,,,,,,69288,42481,24004,80244,10956,3260,896,536,33.1,36992,0,26494,11979,5037,3310,1641,86,0,6942,1551,1551,18018,19862,11453,2939,8375,2734,1665365,7924,4229,4615,2949,3577,4181,4437,5221,1784,6134,5337,7304,4222,2856,3324,1194,714,94700,146300,220000,23607,69288,32296,39781,8803,1963,2511,7573,6362,2834,2018,8399,3705,2999,2158,5913,4417,6596,2769,3417,2354,3866,3786,7667,4956,5642,4695,5001,4022,4451,2062,2214,1902,1781,3095,1398,1198,611,4887,5296,4902,3647,5661,1846,3816,5570,7768,6277,5915,5399,5367,5378,4287,1981,4549,2284,1844,3469,2112,2148,1698,103416,62463,967,3697,9248,1834,2253,2190,1405,13018,607,92592,85975,6617,52496,145695,93199,,,2990,3149,447,49,5455,5474,23555,29532,38427,17383,812,79723,9588,0,70135,29411,8743,720,10620,3612,24990,4980,1289,9701,5803,4095,9410,7642,2024,1089,51,3715,0.4685,11929,6820,26425,11276,7762,8989,8603,61252,25386,13836,1905,3474,2160,398,1714,4361,3738,17750,0,32000,2233,6610,4321,32000,6623,11268,15919,20165,25185,23912,9866,87631,172388,178181,173511,42556,15919,35426,1552,3218,85693,12381,23555,20940,8889,8698,14156,111171,,,,,,,,,,,,,,,,2018
48085,91780,253044,1999,5421,22673,9779,7785,11256,12661,17158,19449,10122,4526,1005146,494709,510437,37.2,560168,100090,159134,155001,3516,2899,24184,850145,5724,344824,96051,43910,377384,32560,16248,3344,1238,27.5,223994,2185,158296,73442,62067,37214,24009,779,65,11375,3251,3251,53568,62757,69732,30620,70088,55660,13772350,12832,4861,7679,6715,8694,10032,8836,11329,10313,22054,31505,42350,41640,32156,38790,55038,1391,256200,340600,454500,210875,344824,120830,255589,8954,2382,7484,15797,32131,16738,31149,6962,46301,28325,1914,31788,34730,41998,24288,13058,6671,4271,18174,29913,32961,35286,42198,40889,34830,31447,11194,12629,6177,10644,14644,9158,4704,3057,30503,32233,41951,22986,11203,4895,6079,17975,30125,35343,41274,41397,40763,34753,31417,8272,17207,8535,13950,16161,9792,6036,7587,681648,101248,4647,160058,30375,18938,26771,36109,9818,37870,473,546499,527036,19463,228016,774988,546972,11941,5980,7314,4553,10054,5204,44918,38591,217896,298270,260477,32898,2737,453925,35874,1326,418051,112314,40583,3997,42378,28251,108889,60993,19134,43262,24996,13993,58301,91094,18643,13105,589,21895,0.4361,129173,5107,103944,11194,51902,66100,65675,284815,51015,40462,9486,45862,29442,3881,3937,15690,22691,130989,391,278202,6195,8779,127142,278202,27444,36637,115026,69727,99823,158461,55866,551898,997405,994507,971210,66394,115026,170868,4457,47243,519950,46555,217896,87451,33742,99620,90571,662343,45709,45927,38646,472707,155001,942855,655662,114283,44727,,,,,,,2018
24027,30760,86143,1988,1385,8207,2351,1732,2409,3979,5656,3868,2379,1298,323196,157591,165605,39.2,163542,62416,59164,23100,294,3107,11443,300096,6087,116903,116984,52654,120822,3919,1753,669,1470,28.4,83639,2113,60862,23054,19199,13338,5108,508,245,3855,495,495,13794,20598,22412,11446,24490,16681,5115210,2878,2582,1332,1973,2659,2310,2020,2811,2480,6367,7638,14530,12515,9299,17690,27819,1657,332600,476600,659200,70178,116903,33264,58431,27280,559,1650,8946,13504,3537,5575,1340,7715,7516,516,9810,10601,12537,7237,3836,1542,1340,6662,9671,9463,10883,10892,11203,11689,11197,3402,5744,3055,3466,6552,3572,1883,1354,9300,11026,10941,7118,3180,1198,1392,6536,9454,10452,10678,13199,12279,12076,11924,3764,6231,3432,3845,7705,4867,2754,2254,181707,64624,657,59189,9518,6420,9082,17065,6309,21772,2167,177937,171541,6396,73771,253875,180104,4255,3050,4385,3000,1643,633,11574,13463,69492,112230,78570,12782,2737,149842,13330,1181,136512,33649,9546,794,14049,9691,43344,9105,3173,8542,6890,18133,12015,36723,5356,3726,164,8637,0.409,66886,2379,32098,6577,17604,19010,19637,88575,15809,8667,1945,13985,14537,836,557,6419,4956,43235,69,103325,3946,4500,28811,103325,8089,9939,29109,21079,30504,54631,18631,174201,320987,320061,312533,16304,29109,41797,1946,11028,171502,11729,69492,28723,8041,46852,22027,218940,,,,,,,,,,,,,,,,2018
34035,30594,88135,1981,1121,6372,1983,1164,2240,3684,4177,3694,2624,494,331164,161936,169228,41.7,183424,30050,61124,49623,330,281,6332,281541,9156,118729,121378,56660,127016,8287,874,1247,1478,28,91176,4099,62068,19631,17048,10828,6112,108,0,2583,737,737,17491,20721,24558,11068,19304,15867,5180290,3854,2135,1999,2902,3182,2955,1979,2222,2861,5059,7707,12822,11258,12534,15967,29293,1624,294300,436600,659000,73243,118729,27553,75479,17730,5695,5311,5690,6905,4174,5629,403,4015,3347,5061,8795,9134,12172,7160,4372,2339,2102,6016,8639,9105,10617,10529,12004,12669,12101,4521,7452,4256,4263,4476,3550,2787,2877,8094,8309,12295,6557,3000,2112,2145,5250,9386,9589,11728,11456,11875,13144,12422,4690,7766,4026,4472,7045,5209,4308,4350,220871,32082,500,61353,9875,7879,8067,12445,10067,22164,96,180843,172310,8533,85735,266674,180939,5041,3219,2140,1990,3596,2270,13689,16538,71354,111720,72516,7974,3121,147324,13510,740,133814,29476,3246,1029,9938,8167,38900,15280,8425,19341,6116,7109,15627,27275,6465,8638,0,7563,0.4501,62908,4323,38526,3952,14930,19254,19675,88526,18808,12906,3106,14670,15588,671,1359,7069,6284,48747,193,96730,4659,6074,27772,96730,8955,10625,35467,20533,32694,50646,21752,179693,327508,327891,323202,15083,35467,45618,1611,9592,168756,12740,71354,35130,9809,44096,23069,231312,,,,,49623,314275,216355,37379,13374,,,,,,,2018
21067,55242,75825,1983,3086,13184,3304,2973,6444,7331,8045,7993,3660,1947,323780,158158,165622,34.9,228662,46981,12495,24028,77,876,10661,299752,3378,131067,54896,34190,142688,11621,3488,391,755,29,73100,570,49667,22238,15391,9915,4507,682,287,6847,2023,2023,22318,36344,37559,8146,18198,5165,3372430,7796,4776,4986,5952,6922,8202,7627,6538,7119,10318,11686,14816,9507,8448,8430,7944,915,136000,193300,308800,54308,131067,57967,83947,10193,5869,6421,11315,10005,6936,6521,1445,6066,4758,3486,10139,9353,9756,5347,4649,4121,2631,10316,14237,11262,12153,9294,9773,9317,9452,2794,5232,3453,3674,4306,3837,1326,1736,9443,9973,8484,4999,5582,4914,4161,8713,13043,11167,12428,8674,9449,9480,10229,4114,6142,3217,5001,5864,4401,3402,2742,240762,47626,356,12495,15689,2525,3413,4136,2336,22316,44,181304,172255,9049,81029,262377,181348,1144,805,2769,2681,1404,493,13646,13462,51852,76507,67494,18529,3378,148688,14746,0,133942,25811,51616,2530,17212,6427,50092,9072,2563,14246,9262,7200,21649,20678,6619,4705,394,4948,0.4825,42777,12472,37717,11320,15356,15453,12570,90731,29981,18281,2312,8093,6735,1460,1373,7888,8707,36568,244,75668,6075,10624,22088,75668,9262,18852,39008,29465,47661,52521,15313,168240,310981,319117,311055,45230,39008,60572,6924,7426,168674,17242,51852,30412,11318,25829,32012,211199,,,,,,,,,,,,,,,,2018
30111,26393,40412,1980,1555,5490,972,1035,1591,2204,2681,3253,2549,821,160137,78902,81235,37.9,137840,787,1019,9248,6609,51,4516,150889,653,66805,60079,32159,72400,5595,2049,935,787,27.3,44654,83,28510,11301,7746,6121,1275,350,0,3555,1280,1142,14807,16152,15015,4798,5540,1482,1509225,4428,2812,2561,4558,3225,2715,3094,2433,2832,4681,8584,9189,6207,3024,3759,2703,887,171400,231000,315400,31273,66805,22151,45635,4246,2424,3715,3502,1453,1763,2204,7377,4012,3501,3273,4823,5056,6273,2829,1914,1276,568,3179,5104,4926,6231,3882,5100,4938,5738,2699,2201,1503,3120,2728,1744,1392,1678,4622,5400,5546,3066,1552,382,666,3622,5770,5888,5262,4562,4299,4615,4898,2472,3615,1741,2995,3570,2540,1888,2264,144044,787,7763,1019,11088,989,462,1204,2176,11383,56,83316,80537,2779,43261,126633,83372,,,,,503,658,8387,9738,26231,28844,37615,7928,653,72848,7468,0,65380,13354,9165,2446,9443,4865,18127,5160,1373,3747,4119,3787,9061,9111,5849,3449,293,7366,0.4527,10041,3466,31730,6520,8373,9104,7646,36718,4816,4310,1841,4675,2045,225,887,6392,4611,20676,0,28434,1546,3774,1338,28434,9059,10475,18367,14202,19410,24436,11819,82200,157012,159315,155236,17522,18367,37051,1795,2598,79301,9585,26231,25607,8599,6330,18867,109363,,,,,,,,,,,,,,,,2018
24021,28983,66920,1988,1132,5095,2996,1167,2020,2757,3553,3073,2179,521,255648,126543,129105,39.1,185575,25279,10365,25988,91,385,7705,229660,2217,95903,95850,43762,99032,3129,,,1261,29.3,71410,352,54513,16892,13337,9067,3460,622,188,3555,1137,1137,12964,18956,14031,6023,11555,15292,4276485,1963,2517,2497,2459,2096,2100,3592,4465,2599,4444,8260,12646,13099,7900,12371,12895,1443,251300,338700,453500,52962,95903,24493,58802,20692,1355,1705,2996,7056,3047,2513,792,5891,3148,1882,7544,8914,8201,5794,3591,1410,1444,5057,7507,8843,7623,8829,8942,9495,8446,3147,5521,2645,3029,4711,2912,1244,1694,7554,7943,8452,4886,3207,1145,2269,3941,7725,8530,9035,8088,8885,9306,9100,3193,5261,3357,2883,5391,4338,1681,2935,207110,26200,304,10441,8640,3827,3488,17680,8649,19960,888,139324,134129,5195,62770,202982,140212,926,562,2052,1409,1572,840,13605,14071,40522,60909,59288,9444,685,117824,11187,509,106637,27832,5619,919,10910,12291,28418,8863,2777,7693,6346,11249,13627,24894,4630,1512,120,8620,0.4088,32768,4565,41704,8033,13359,13249,14152,67524,15294,13371,2605,7289,6884,802,1670,9536,6765,35551,0,64787,1061,2907,13857,64787,11096,10160,25849,22237,25771,39078,19527,137476,250708,252470,246928,15765,25849,45931,2254,8602,132102,14406,40522,37725,12579,24481,18946,174296,,,,,,,,,,,,,,,,2018
37051,47656,80255,1986,3933,15633,6162,3934,4999,7041,6877,6875,5271,1197,332330,164324,168006,31.5,141279,121927,8121,39430,4089,698,15724,292900,717,127911,46716,24969,147123,19212,4702,2529,719,31.7,65989,73,45231,27383,15437,7545,6955,248,689,11946,2660,2434,23185,28104,23944,12430,16641,5429,3168025,9817,8552,7031,7023,7617,6236,7723,7526,6493,10591,12590,14826,9179,5475,4357,2875,926,89500,138700,201900,52232,127911,61922,92826,5156,3358,4793,9709,8867,7392,1441,13475,4385,7701,3195,12406,10476,11864,6521,5830,3880,5600,10376,17473,12336,8913,8873,8271,8890,8015,3287,4533,2464,3651,4590,3362,1942,771,12279,11278,10604,6367,4595,2673,2155,8326,14722,12389,10294,10659,9574,9460,10185,3920,5148,3440,3410,6035,5446,2118,2929,164330,123982,4251,8571,17890,3260,2889,3162,3298,30202,28471,136605,126347,10258,94310,259386,165076,605,277,6734,6278,1847,928,7729,7787,37043,47350,81795,26722,717,135058,14219,0,120839,46849,20567,916,12546,6934,32585,4413,1610,10796,6527,13056,18975,10606,5324,2059,353,6939,0.4441,19265,15520,52268,21785,17511,17526,17920,88545,21101,18458,3229,4972,3502,708,2532,9463,8590,32996,150,43278,4666,9042,10983,43278,10099,20068,27452,25450,48354,46873,16703,166942,316943,326885,317547,53563,27452,80066,8789,4397,151941,21374,37043,45199,13700,13180,44992,207100,,,,,39430,,,,,,,,,,,2018
12033,48237,70583,1983,2910,7594,4549,3280,4189,5295,7061,4511,2519,1584,315534,156997,158537,38.1,201909,70580,10933,18364,1609,534,11329,297170,1242,118820,51050,28236,142454,23634,6396,1320,742,29.4,75328,335,43621,20693,12386,5607,6401,315,63,8307,1062,617,18481,28745,28086,7291,13357,6003,3080530,8011,4829,3941,7758,4725,8161,8893,5763,6080,9706,12686,15274,8495,5226,3735,5537,965,89100,150700,222700,49197,118820,43492,97039,2907,4768,5994,5859,5747,4291,6225,9529,4057,4705,6385,10438,7572,11204,5198,6999,3147,2066,7713,12728,10513,8668,9931,8156,9097,10221,4285,5851,2802,4836,6561,3894,3195,1922,8359,7806,10379,4827,4396,1856,2218,7660,12104,10206,9278,8374,9000,9655,11064,4783,6786,3257,6263,7102,4946,4038,4180,214141,71301,1814,11379,10626,3304,2975,3475,3385,32121,7161,145824,137165,8659,103445,256430,152985,614,190,3451,3897,512,1066,12186,14794,37103,44210,65783,21123,1242,121346,15949,0,105397,47885,8168,1183,17072,9710,33809,12060,1363,5757,6144,6740,22959,11166,6447,2755,225,4579,0.4565,20829,17780,59290,16351,12675,15679,15712,76195,20992,18258,3314,6144,4715,972,1869,9882,10714,37610,219,45932,4167,7207,6107,45932,13309,16553,36530,24841,43769,49226,14039,160700,297104,312387,302894,41418,36530,78216,4351,12392,142031,23371,37103,50843,15244,14848,39601,213696,,,,,,,,,,,,,,,,2018
