county_fips_code,death_rate
1001.0,0.01547685443390965
1003.0,0.014388489208633094
1005.0,0.025181391378574478
1007.0,0.024006001500375095
1009.0,0.02016246011024079
1011.0,0.03398058252427184
1013.0,0.031938821412505626
1015.0,0.022176731490958716
1017.0,0.03358613217768147
1019.0,0.024115755627009645
1021.0,0.025860130425005623
1023.0,0.040783034257748776
1025.0,0.017300056721497446
1027.0,0.036007580543272265
1029.0,0.02847682119205298
1031.0,0.02173525743809015
1033.0,0.021872541306058223
1035.0,0.026619343389529725
1037.0,0.02631578947368421
1039.0,0.028179019654274214
1041.0,0.03686934023285899
1043.0,0.0201580226904376
1045.0,0.023213194868662187
1047.0,0.04278966379549875
1049.0,0.021050274325383495
1051.0,0.02034657320872274
1053.0,0.019563581640331076
1055.0,0.025648332858364205
1057.0,0.02877030162412993
1059.0,0.01914992993928071
1061.0,0.03160358954350371
1063.0,0.036519871106337275
1065.0,0.034528552456839307
1067.0,0.022715539494062985
1069.0,0.026661694788850564
1071.0,0.016295649643532664
1073.0,0.019236978713891857
1075.0,0.02539464653397392
1077.0,0.025719084610539577
1079.0,0.03240440699935191
1081.0,0.010698163378888133
1083.0,0.015395243264581072
1085.0,0.03821656050955414
1087.0,0.03078817733990148
1089.0,0.014602044851155172
1091.0,0.02596883739512585
1093.0,0.03190491085392556
1095.0,0.01843914274160938
1097.0,0.0197019509970963
1099.0,0.022905027932960894
1101.0,0.024135446685878963
1103.0,0.019454182993056988
1105.0,0.02488479262672811
1107.0,0.02626005929690809
1109.0,0.024553571428571428
1111.0,0.023180592991913745
1113.0,0.0090687900906879
1115.0,0.02446755819712729
1117.0,0.009974083091180398
1119.0,0.030274361400189215
1121.0,0.021547619047619048
1123.0,0.037841796875
1125.0,0.017525694124865775
1127.0,0.03818779085683
1129.0,0.02292768959435626
1131.0,0.023529411764705882
1133.0,0.02609939220593493
2013.0,0.008174386920980926
2016.0,0.0
2020.0,0.0056849740255497105
2050.0,0.005639579594975647
2068.0,0.0
2070.0,0.008733624454148471
2090.0,0.005397263712815363
2100.0,0.0
2110.0,0.0020920502092050207
2122.0,0.0041979673000441895
2130.0,0.0030864197530864196
2150.0,0.005357142857142857
2158.0,0.0030557677616501145
2170.0,0.004701256517651081
2180.0,0.0
2185.0,0.003703703703703704
2188.0,0.0032310177705977385
2195.0,0.0
2198.0,0.006578947368421052
2220.0,0.0
2230.0,0.0
2240.0,0.006775067750677507
2261.0,0.004464285714285714
2275.0,0.0
2290.0,0.01092896174863388
2997.0,0.0
2998.0,0.023529411764705882
4001.0,0.03794916739702016
4003.0,0.023911964256164157
4005.0,0.018565117709556562
4007.0,0.03312689039320178
4009.0,0.014750311000533143
4011.0,0.01733102253032929
4012.0,0.032245062474808545
4013.0,0.018284379765334747
4015.0,0.031931464174454825
4017.0,0.032938316621087815
4019.0,0.020615913228544322
4021.0,0.016994228375268778
4023.0,0.02237970906378217
4025.0,0.026400248472926803
4027.0,0.022578999650978603
5001.0,0.017832003754106054
5003.0,0.017123287671232876
5005.0,0.032418952618453865
5007.0,0.014241044116647407
5009.0,0.020623872131992783
5011.0,0.022487702037947997
5013.0,0.007281553398058253
5015.0,0.01632942847000355
5017.0,0.025293028994447873
5019.0,0.019303201506591337
5021.0,0.029017857142857144
5023.0,0.037257824143070044
5025.0,0.025879917184265012
5027.0,0.02369868810833686
5029.0,0.014673188083592708
5031.0,0.013358778625954198
5033.0,0.016811431773606052
5035.0,0.015772357723577237
5037.0,0.025458248472505093
5039.0,0.0196078431372549
5041.0,0.01755669348939283
5043.0,0.022310361923648984
5045.0,0.012782540919719408
5047.0,0.023474178403755867
5049.0,0.040905134899912966
5051.0,0.02522714092402861
5053.0,0.019377568995889608
5055.0,0.012459546925566342
5057.0,0.00992063492063492
5059.0,0.014228033070563353
5061.0,0.015006002400960384
5063.0,0.03264016846538563
5065.0,0.024896265560165973
5067.0,0.011764705882352941
5069.0,0.01871866295264624
5071.0,0.012933968686181076
5073.0,0.016245487364620937
5075.0,0.020168855534709193
5077.0,0.02177751618599176
5079.0,0.014962593516209476
5081.0,0.03346613545816733
5083.0,0.011091393078970719
5085.0,0.016268835844779304
5087.0,0.015710382513661202
5089.0,0.028089887640449437
5091.0,0.008622645790787383
5093.0,0.018995929443690638
5095.0,0.0194954128440367
5097.0,0.043478260869565216
5099.0,0.02888086642599278
5101.0,0.03547066848567531
5103.0,0.02681992337164751
5105.0,0.011806375442739079
5107.0,0.023168103448275863
5109.0,0.021653543307086614
5111.0,0.02416823603264281
5113.0,0.036779324055666
5115.0,0.013591993080439886
5117.0,0.026373626373626374
5119.0,0.016693402847403248
5121.0,0.022904260192395786
5123.0,0.012184990307394073
5125.0,0.014115716044316783
5127.0,0.014830508474576272
5129.0,0.026462395543175487
5131.0,0.01844729809008539
5133.0,0.01033868092691622
5135.0,0.0315203955500618
5137.0,0.030211480362537766
5139.0,0.028339083292262198
5141.0,0.01704966641957005
5143.0,0.011272657400883878
5145.0,0.014846625766871166
5147.0,0.021505376344086023
5149.0,0.019425920556683098
6001.0,0.01901264514969791
6003.0,0.0
6005.0,0.012747491185245458
6007.0,0.01600707850707851
6009.0,0.02564102564102564
6011.0,0.007947019867549669
6013.0,0.01166339499362382
6015.0,0.0055671537926235215
6017.0,0.010966614906832298
6019.0,0.01664602572478961
6021.0,0.00918679823069071
6023.0,0.010140585388338327
6025.0,0.02564637923234854
6027.0,0.026554856743535988
6029.0,0.012643761564416066
6031.0,0.010701442745115029
6033.0,0.012773204655123474
6035.0,0.004349338900487126
6037.0,0.019576316311508787
6039.0,0.014803625377643504
6041.0,0.016251508054786742
6043.0,0.015184381778741865
6045.0,0.011578449905482041
6047.0,0.014635055774787931
6049.0,0.010666666666666666
6051.0,0.0030911901081916537
6053.0,0.009575391928333106
6055.0,0.008237894313843681
6057.0,0.018415063107800538
6059.0,0.018623136768022568
6061.0,0.012847132104853361
6063.0,0.008287292817679558
6065.0,0.01533506825002742
6067.0,0.016083050434195473
6069.0,0.010372077708264735
6071.0,0.01594111165811004
6073.0,0.013408936913804785
6075.0,0.014843602407362428
6077.0,0.01921415068863084
6079.0,0.012224251791485176
6081.0,0.013588430960862487
6083.0,0.013299336481905368
6085.0,0.017933468838088547
6087.0,0.012780337941628264
6089.0,0.018479832878033103
6091.0,0.0
6093.0,0.013924050632911392
6095.0,0.007677600525781203
6097.0,0.010594544796499194
6099.0,0.016962085684762738
6101.0,0.011841140102693073
6103.0,0.012399134028734502
6105.0,0.015151515151515152
6107.0,0.01687477560138828
6109.0,0.016542795492687605
6111.0,0.012564326156642635
6113.0,0.015134290180474633
